0.000000, 0.000000, 0.000000, 54.000000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.010000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.020000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.030000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.040000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.050000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.060000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.070000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.080000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.090000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.100000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.110000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.120000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.130000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.140000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.150000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.160000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.170000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.180000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.190000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.200000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.210000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.220000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.230000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.240000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.250000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.260000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.270000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.280000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.290000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.300000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.310000,   54, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 54.320000,   54, 0.000000, 0.000000, 0.000000
